id,Phrase,Anchor_or_Target
18868,olefin_synthesis,target
18869,olefins_production,target
18870,oligomerization,target
18871,polyolefin_production,target
18872,preparing_olefin_compounds,target
18873,preparing_olefins,target
18874,preparing_polyethylene,target
18875,preparing_unsaturated_compounds,target
18876,preparing_unsaturated_olefins,target
18877,producing,target
18878,producing_olefin_compounds,target
18879,producing_olefins,target
18880,producing_polyethylene,target
18881,producing_unsaturated_compounds,target
18882,producing_unsaturated_olefins,target
18883,production_manager,target
18884,production_of_ethylene,target
18885,production_of_olefin,target
18886,production_of_olefins,target
18887,propylene_production,target
18888,reactions,target
18889,saturated_compounds,target
18890,steam_cracking_of_hydrocarbons,target
18891,steam_iron,target
18892,unsaturated_compounds,target
18893,alkene_synthesis,target
18894,butene_synthesis,target
18895,catalytic_processes,target
18896,chain_growth_polymerization,target
18897,cosmetic_synthesis,target
18898,generation_gap,target
18899,hydrocarbon_cracking,target
18900,monomer_propylene,target
18901,mto_process,target
18902,polypropylene_fiber,target
18903,process_template,target
18904,producing_ethylene,target
18905,production_of_crops,target
18906,production_of_eggs,target
18907,production_of_milk,target
18908,propylene_generation,target
18909,recovering_olefins,target
18910,thermal_properties,target
18911,thermal_steam_cracking,target
18912,thermoplastic_polymer,target
18913,conduit_nozzle_outlet,target
18914,cutting_mechanism,target
18915,eye_wall_cyclone,target
18916,fiber_reinforced_material,target
18917,non_transparent_walls,target
18918,opaque_inner_walls,target
18919,opaque_kidney_stones,target
18920,opaque_panels,target
18921,opaque_partition,target
18922,opaque_partitions,target
18923,opaque_theory_sociology,target
18924,opaque_thermal_tights,target
18925,opaque_wall_surface,target
18926,opaque_walls,target
18927,plastic_pipe_product,target
18928,tire_truing_machine,target
18929,transparent_walls,target
18930,wall_street_journal,target
18931,wall_system,target
18932,x_ray_walls,target
18933,drive_gear,target
18934,carbon_based_photoconductor_drum,target
18935,color_image_creator,target
18936,copier_device_part,target
18937,copier_opc_drum,target
18938,drum_brake,target
18939,drum_kit,target
18940,drum_set,target
18941,electrostatic_bearing_body,target
18942,electrostatic_bearing_drum,target
18943,electrostatic_photosensitive_body,target
18944,electrostatic_photosensitive_drum,target
18945,exposed,target
18946,exposed_media,target
18947,first_washing_drum,target
18948,image_bearing_body,target
18949,image_bearing_drum,target
18950,image_maker,target
18951,image_media,target
18952,image_photosensitive_body,target
18953,image_photosensitive_drum,target
18954,imager,target
18955,inorganic_photoconductor_drum,target
18956,integrated_tub,target
18957,laundry_machine,target
18958,material_drum,target
18959,media_viewer,target
18960,opc_server,target
18961,organic_photoconductor_drum,target
18962,photoconductive_drum,target
18963,photoconductive_medium,target
18964,photoconductive_member,target
18965,photoconductive_photosensitive_drum,target
18966,photoconductive_photosensitive_member,target
18967,photoconductive_roller,target
18968,photoconductor,target
18969,photoreceptor,target
18970,photosensitive_drum,target
18971,photosensitive_medium,target
18972,photosensitive_member,target
18973,photosensitive_photoconductive_drum,target
18974,photosensitive_photoconductive_member,target
18975,photosensitive_roller,target
18976,printer,target
18977,toner_cartridges,target
18978,color_image,target
18979,copier,target
18980,covered_conductor,target
18981,drum_pad,target
18982,drum_printing,target
18983,drum_scanner,target
18984,electrostatic_charge,target
18985,kit_kat,target
18986,material_table,target
18987,opc_cement,target
18988,opc_drum_repair_system,target
18989,pc_mouse,target
18990,photoconductive_characteristics,target
18991,printing_material,target
18992,toner_kit,target
18993,air_conditioning,target
18994,bumper_beam,target
18995,closing_assembly,target
18996,eye_opening,target
18997,hinged_based_opening,target
18998,main_opening_drive_mechanism,target
18999,medical_shunt_assembly,target
19000,opener_disc,target
19001,opening_angle_glaucoma,target
19002,opening_apparatus,target
19003,opening_arteries,target
19004,opening_assembly,target
19005,opening_eyes,target
19006,opening_member,target
19007,opening_system,target
19008,rack_and_pinion,target
19009,resealing_mechanism,target
19010,seals,target
19011,seat_belt_airbag,target
19012,slidable,target
19013,worm_gear,target
19014,apparatus_mechanism,target
19015,assembly_opening,target
19016,bag_opening_assembly,target
19017,end_opening_assembly,target
19018,opener_assembly,target
19019,opening_mechanism,target
19020,actuating_device,target
19021,assembly_election,target
19022,auxiliary_actuator_mechanism,target
19023,auxiliary_opening_assembly,target
19024,auxiliary_opening_mechanism,target
19025,door_hinge_mechanism,target
19026,door_opening_assembly,target
19027,eye_opening_degree,target
19028,locking_assembly,target
19029,motorised_sunshade_for_glazed_window,target
19030,opening_actuator_assembly,target
19031,opening_actuator_mechanism,target
19032,recessed_opening_assembly,target
19033,release,target
19034,release_device,target
19035,release_system,target
19036,slider_wheel,target
19037,sliding_mechanism,target
19038,spring_biased_door,target
19039,unlock_assembly,target
19040,retracting_assembly,target
19041,retracting_system,target
19042,airbag_inflators,target
19043,atmospheric_pressure,target
19044,flatproofing_material_filled_tires,target
19045,high_vacuum_system,target
19046,lumen_vacuum_tube,target
19047,negative_pressure_generator,target
19048,operate_business,target
19049,operate_by_air_sucking_force,target
19050,operate_by_vacuum,target
19051,operate_computer,target
19052,operate_under_vacuum,target
19053,operated_by_mesh_network,target
19054,operated_by_shunt,target
19055,used_in_vacuum_pressure_system,target
19056,utilize_by_vacuum,target
19057,vacuum_deposition,target
19058,vehicle_operator_advisor,target
19059,work_by_vacuum,target
19060,combustion_flask,target
19061,conventional_frame,target
19062,efficient_operation_of_combustion_engine,target
19063,engineers_day,target
19064,gas_conveying_system,target
19065,ideal_gas_law,target
19066,internal_hard_disk,target
19067,operate_as_engine,target
19068,operate_automotive_gasoline_engine,target
19069,operate_combustion_engine,target
19070,operate_diesel_engine,target
19071,operate_engine,target
19072,operate_gas_turbine_engine,target
19073,operate_internal_combustion_engines,target
19074,operate_piston_engine,target
19075,operate_single_cylinder_engine,target
19076,piston_cooling_system,target
19077,rocket_propulsion_systems,target
19078,support_boat,target
19079,using_conventional_combustion_engine,target
19080,warming_up_system,target
19081,activate_internal_combustion_engines,target
19082,easy_to_operate_blood_taking_needle,target
19083,ic_chip,target
19084,ic_engine,target
19085,ic_engines,target
19086,idling_control_apparatus,target
19087,internal_blood_environment_parameter,target
19088,internal_blood_vessel,target
19089,internal_combustion_engine,target
19090,operate_ic_engines,target
19091,run_ic_engines,target
19092,secondary_voltage_waveform_detecting_device,target
19093,stuffing_box,target
19094,working_with_engine,target
19095,bore,target
19096,central_duct,target
19097,distal_lumen,target
19098,distal_portion,target
19099,inner_lumen,target
19100,inner_portion,target
19101,longitudinal_operating,target
19102,longitudinal_operating_channel,target
19103,longitudinal_working_channel,target
19104,operating_passage,target
19105,working_channel,target
19106,working_passage,target
19107,acceleration,target
19108,actuating_member,target
19109,average_power_temperature,target
19110,average_power_voltage,target
19111,average_temperature,target
19112,average_temperature_voltage,target
19113,channel_frequency,target
19114,channel_rejection,target
19115,frequency_range,target
19116,internal_temperature,target
19117,internal_voltage,target
19118,neighbor_channel,target
19119,operating_activity,target
19120,operating_channel_devices,target
19121,operating_power_temperature,target
19122,operating_power_voltage,target
19123,operating_temperature,target
19124,operating_unit,target
19125,operation_area,target
19126,operation_channel,target
19127,receiving_channel,target
19128,receiving_hand,target
19129,wifi_channel,target
19130,work_channel,target
19131,work_hours,target
19132,access_being_configured,target
19133,access_being_operable,target
19134,access_configured,target
19135,access_operable,target
19136,active_frequency,target
19137,active_rat,target
19138,ap_being_configured,target
19139,ap_being_operable,target
19140,ap_configured,target
19141,ap_operable,target
19142,channel_of_operation,target
19143,current_channel_list,target
19144,dedicated_carrier,target
19145,dedicated_channel,target
19146,dedicated_discovery,target
19147,dedicated_discovery_channel,target
19148,existing_channel,target
19149,general_channel,target
